"","accession","genus","species","seqlength","latitude","longitude","genetype","dnasource","taxa","vertebrate"
"9361","JF435792","Trachops","cirrhosus","616",-0.67,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9362","JF435946","Uroderma","bilobatum","657",-0.68,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9363","JF435744","Trachops","cirrhosus","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9364","JF435845","Uroderma","bilobatum","623",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9365","JF435794","Trachops","cirrhosus","655",-0.78,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9366","JF435894","Uroderma","bilobatum","657",-0.83,-76.33,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9367","JF435745","Trachops","cirrhosus","657",4.47,-58.78,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9368","JF435846","Uroderma","bilobatum","643",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9369","JF435895","Uroderma","bilobatum","657",-0.83,-76.33,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9370","JF435795","Trachops","cirrhosus","657",-0.67,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9371","JF435847","Uroderma","bilobatum","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9372","JF435746","Trachops","cirrhosus","657",4.47,-58.78,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9373","JF435896","Uroderma","bilobatum","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9374","JF435796","Trachops","cirrhosus","657",-0.67,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9375","JF435747","Trachops","cirrhosus","657",4.47,-58.78,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9376","JF435848","Uroderma","bilobatum","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9377","JF435897","Uroderma","bilobatum","657",-0.68,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9378","JF435797","Trachops","cirrhosus","657",-0.68,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9379","JF435849","Uroderma","bilobatum","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9380","JF435748","Trachops","cirrhosus","657",4.47,-58.78,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9381","JF435898","Uroderma","bilobatum","657",-0.68,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9382","JF435798","Trachops","cirrhosus","657",-0.8,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9383","JF435850","Uroderma","bilobatum","657",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9384","JF435749","Trachops","cirrhosus","657",4.48,-57.04,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9385","JF435899","Uroderma","bilobatum","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9386","JF435799","Trachops","cirrhosus","657",-0.8,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9387","JF435851","Uroderma","bilobatum","643",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9388","JF435750","Trachops","cirrhosus","657",4.48,-57.04,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9389","JF435900","Uroderma","bilobatum","657",-0.78,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9390","JF435852","Uroderma","bilobatum","644",4.1,-59.05,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9391","JF435800","Trachops","cirrhosus","657",4.33,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9392","JF435751","Trachops","cirrhosus","657",4.53,-56.9,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9393","JF435901","Uroderma","bilobatum","657",-0.68,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9394","JF435853","Uroderma","bilobatum","657",8.68,-79.93,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9395","JF435801","Trachops","cirrhosus","657",4.33,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9396","JF435752","Trachops","cirrhosus","657",9.4,-66.47,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9397","JF435902","Uroderma","bilobatum","657",-0.68,-76.43,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9398","JF435802","Trachops","cirrhosus","657",4.33,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9399","JF435753","Trachops","cirrhosus","657",4.73,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9400","JF435854","Uroderma","bilobatum","657",8,-77.72,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9401","JF435903","Uroderma","bilobatum","656",-0.83,-76.33,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9402","JF435803","Trachops","cirrhosus","657",4.33,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9403","JF435855","Uroderma","bilobatum","657",8,-77.72,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9404","JF435754","Trachops","cirrhosus","657",3.27,-58.78,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9405","JF435904","Uroderma","bilobatum","657",-0.83,-76.33,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9406","JF435804","Trachops","cirrhosus","657",7.65,-58.95,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9407","JF435905","Uroderma","bilobatum","653",-0.83,-76.33,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9408","JF435805","Trachops","cirrhosus","657",7.37,-60.48,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9409","JF459174","Urva","javanica","649",6.75,-57.983,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9410","JF459175","Urva","javanica","615",6.75,-57.983,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9411","JF459176","Urva","javanica","657",6.75,-57.983,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9412","JF459177","Urva","javanica","657",6.8,-58.167,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9413","JF459178","Urva","javanica","657",6.8,-58.167,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9414","JF459105","Bassaricyon","beddardi","657",4.733,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9415","JF459161","Galictis","vittata","650",1.65,-58.633,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9416","JF459172","Urva","javanica","643",6.75,-57.983,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9417","JF459173","Urva","javanica","657",6.75,-57.983,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9418","JF459231","Potos","flavus","657",4.283,-58.517,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9419","JF459232","Potos","flavus","657",4.533,-59.083,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9420","JQ601242","Monodelphis","brevicaudata","657",2.289,-56.607,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9421","GU112840","Micoureus","paraguayanus","657",-18.15,-43.38,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9422","GU112847","Monodelphis","americana","657",-20.08,-43.5,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9423","GU112939","Philander","frenatus","801",-25.62,-54.46,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9424","JF457809","Marmosops","pinheiroi","657",4.283,-58.517,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9425","JF457868","Philander","opossum","657",3.267,-58.783,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9426","JF457734","Didelphis","marsupialis","657",5.383,-57.367,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9427","JF457851","Philander","opossum","657",4.383,-58.917,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9428","EU095478","Philander","opossum","657",4.33,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9429","EU095433","Marmosops","pinheiroi","657",4.93,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9430","JQ599989","Marmosops","parvidens","657",4.933,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9431","JQ601431","Caluromys","philander","657",3.791,-56.149,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9432","GU112815","Marmosops","incanus","657",-19.23,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9433","GU112825","Metachirus","nudicaudatus","657",-20.28,-40.52,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9434","GU112890","Gracilinanus","microtarsus","801",-19.96,-40.53,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9435","GU112899","Marmosa","murina","740",-9.59,-55.92,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9436","GU112913","Metachirus","nudicaudatus","801",-20.35,-40.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9437","JF444319","Marmosops","invictus","657",-0.686,-76.432,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9438","JF457741","Didelphis","marsupialis","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9439","EU096829","Philander","opossum","657",4.81,-56.99,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9440","GU112817","Marmosops","incanus","657",-17.13,-42.76,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9441","GU112843","Monodelphis","americana","657",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9442","GU112916","Micoureus","demerarae","801",-12.64,-51.93,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9443","JF457738","Didelphis","marsupialis","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9444","JF457740","Didelphis","marsupialis","657",2.824,-59.526,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9445","EU095477","Philander","andersoni","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9446","GU112793","Didelphis","aurita","657",-17.97,-39.56,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9447","GU112819","Metachirus","nudicaudatus","657",-9.59,-55.93,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9448","GU112853","Philander","frenatus","657",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9449","GU112880","Didelphis","aurita","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9450","GU112919","Micoureus","paraguayanus","800",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9451","GU112935","Monodelphis","iheringi","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9452","JF457811","Metachirus","nudicaudatus","657",4.478,-57.042,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9453","JF457837","Philander","andersoni","657",-0.683,-76.433,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9454","JF457838","Philander","andersoni","654",-0.833,-76.333,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9455","JF457736","Didelphis","marsupialis","657",7.517,-59.383,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9456","JF457843","Philander","opossum","657",8.683,-79.933,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9457","JF457801","Marmosa","murina waterhousei","657",-0.686,-76.432,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9458","EU096828","Philander","opossum","657",4.81,-56.99,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9459","GU112914","Metachirus","nudicaudatus","792",-19.2,-40.79,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9460","GU112920","Micoureus","paraguayanus","801",-17.13,-42.48,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9461","GU112930","Monodelphis","americana","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9462","JF444320","Marmosops","noctivagus","656",-0.657,-76.454,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9463","JF457702","Didelphis","imperfecta","657",5.133,-59.817,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9464","JF457709","Didelphis","imperfecta","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9465","JF457826","Micoureus","regina","657",-0.686,-76.432,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9466","JQ599993","Metachirus","nudicaudatus","657",4.933,-55.2,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9467","GU112811","Marmosa","murina","657",-9.59,-55.92,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9468","GU112918","Micoureus","demerarae","801",-15.58,-52.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9469","GU112932","Monodelphis","americana","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9470","JF457732","Didelphis","marsupialis","657",4.683,-58.683,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9471","JF457799","Marmosa","murina","657",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9472","EU095431","Marmosops","noctivagus","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9473","JQ601156","Marmosops","parvidens","629",2.17526,-56.788,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9474","GU112784","Caluromys","philander","657",-19.71,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9475","GU112787","Caluromys","philander","657",-11.84,-48.63,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9476","GU112816","Marmosops","incanus","657",-12.8,-41.26,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9477","GU112886","Didelphis","aurita","801",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9478","JF457813","Micoureus","demerarae","657",4.467,-58.783,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9479","JF457825","Micoureus","demerarae","657",4.533,-59.083,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9480","JF457835","Philander","andersoni","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9481","JF457794","Marmosa","murina","653",4.367,-58.85,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9482","JF457804","Marmosa","murina waterhousei","657",-0.8,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9483","GU112823","Metachirus","nudicaudatus","657",-19.96,-40.53,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9484","GU112934","Monodelphis","iheringi","801",-19.93,-40.6,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9485","JF457708","Didelphis","imperfecta","657",5.15,-58.7,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9486","JF457711","Didelphis","imperfecta","657",5.383,-59.983,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9487","JF457829","Monodelphis","brevicaudata","657",3.506,-58.233,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9488","JF457831","Monodelphis","brevicaudata","657",4.533,-59.083,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9489","JF457836","Philander","andersoni","657",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9490","JF457802","Marmosa","murina waterhousei","657",-0.633,-76.467,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9491","EU095442","Monodelphis","reigi","657",5.33,-59.95,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9492","GU112810","Marmosa","murina","657",-19.72,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9493","GU112786","Caluromys","philander","657",-20.35,-41.35,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9494","GU112790","Didelphis","aurita","657",-23.43,-47.62,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9495","GU112851","Philander","frenatus","657",-25.62,-54.46,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9496","GU112827","Micoureus","demerarae","657",-12.64,-51.93,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9497","GU112856","Philander","frenatus","657",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9498","GU112897","Marmosa","murina","801",-19.96,-40.53,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9499","GU112900","Marmosops","incanus","801",-20.08,-43.5,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9500","GU112902","Marmosops","incanus","801",-19.96,-40.54,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9501","JF457870","Philander","opossum","657",1.367,-58.767,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9502","JF457834","Philander","andersoni","657",-0.683,-76.433,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9503","JF457855","Philander","opossum","657",2.279,-59.435,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9504","HQ545644","Philander","opossum","657",1.944,-56.063,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9505","JQ601069","Marmosa","murina","653",6.5,-58.217,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9506","JQ601376","Metachirus","nudicaudatus","657",3.93,-56.19,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9507","GU112844","Monodelphis","americana","657",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9508","GU112795","Didelphis","aurita","657",-19.71,-42.65,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9509","GU112848","Philander","frenatus","657",-15.35,-39,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9510","GU112911","Metachirus","nudicaudatus","801",-19.79,-40.12,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9511","GU112928","Monodelphis","americana","801",-20.28,-40.42,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9512","JF457805","Marmosops","invictus","657",-0.686,-76.432,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9513","JF457807","Marmosops","pinheiroi","657",4.478,-57.042,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9514","JF444359","Noctilio","albiventris PS2","657",4.667,-58.683,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9515","JF444934","Artibeus","planirostris","657",-0.8,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9516","JF444935","Mesophylla","macconnelli","317",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9517","JF444936","Molossus","rufus","657",-0.615,-76.469,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9518","JF444938","Platyrrhinus","infuscus","657",-0.8,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9519","JF444939","Platyrrhinus","infuscus","657",-0.8,-76.4,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9520","JF444940","Promops","centralis","651",-0.65,-76.45,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9521","JF444948","Thyroptera","tricolor","657",-0.65,-76.46,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9522","JF446310","Artibeus","fimbriatus","657",-22.38,-49.67,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9523","JF446311","Artibeus","fimbriatus","657",-22.38,-49.67,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9524","JF446312","Artibeus","fimbriatus","654",-22.38,-49.67,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9525","JF446313","Artibeus","lituratus","648",-22.38,-49.67,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9526","JF446314","Artibeus","lituratus","656",-22.38,-49.67,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9527","JF446315","Artibeus","lituratus","657",-22.38,-49.67,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"9528","JF446365","Carollia","perspicillata","657",-22.38,-49.67,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
