Name and Taxonomic classification,,,,,,Environment,,,,,,Impact - Status- Year & Country of first introduction in Europe,,,,,,,,Pathways of introduction in Europe,,,,,,,,,,,,,,,,,,,,,,
NAME,Kingdom,Phylum,Class,Order,Family,TER,FW,MAR,EST,PAR,NA,IMPACT,STATUS,YEAR OF INTRODUCTION,CATEGORY,COUNTRY,NOTES,CITATION,PARTLY NATIVE,RELEASE: Biocontrol,RELEASE: Game animals,RELEASE: Landscaping-Erosion control,"RELEASE: Pets, Terrarium-Aquarium species",RELEASE: Other,ESCAPE: Cultivation and Livestock,ESCAPE: Aquaculture,ESCAPE: Ornamental planting,ESCAPE: Use of live food-bait,"ESCAPE: Pets, Terrarium-Aquarium species","ESCAPE: Zoos, botanical gardens",CONTAMINANT: Trade of contaminated commodities,CONTAMINANT: Packaging materials,CONTAMINANT: Aquaculture,STOWAWAY: Shipping,STOWAWAY: Aviation,STOWAWAY: Land transport,CORRIDOR: Lessepsian migrants,CORRIDOR: Inland canals,CORRIDOR: Railroads and Highways,OTHER,UNKNOWN,COMMENTS
Hadrotarsus ornatus,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,1,0,0,0,0,0,,Q,1999,2,Belgium,,"Van Keer K, 2007, Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species., Nieuwsbr. Belg. Arachnol. Ver., 22, 45-54",,,,,,,,,,,,,p,,,,,,,,,,,
Haemaphysalis punctata,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,1,0,0,0,1,0,,A,2009,3,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,p,,
Haemaphysalis sulcata,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,1,0,0,0,1,0,,A,2009,3,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,p,,
Haematobosca stimulans,Animalia,Arthropoda,Insecta,Diptera,Muscidae,1,0,0,0,1,0,,A,2007,4,Norway,,"Gederaas, L., Moen, T.L., Skjelseth, S. & Larsen, L.-K. (eds.). Alien species in Norway – with the Norwegian Black List 2012. The Norwegian Biodiversity Information Centre, Norway.",1,,,,,,,,,,,,,,,,,,,,,,p,
Haematopinus suis,Animalia,Arthropoda,Insecta,Phthiraptera,Haematopinidae,1,0,0,0,1,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,p,,
Haementeria costata,Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,0,1,0,0,1,0,,C,1979,2,UK,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=53536#; Elliott et al. (1979). Fresh Biol 9: 461-465.,1,,,,,,,,,,,,,,,,,,,,,,p,
Haemodipsus lyriocephalus,Animalia,Arthropoda,Insecta,Phthiraptera,Polyplacidae,1,0,0,0,1,0,,A,1839,3,,,Kenis & Roques (2010) Biorisk 4: 833- 849,,,,,,,,,,,,,,,,,,,,,,p,,
Haemodipsus ventricosus,Animalia,Arthropoda,Insecta,Phthiraptera,Polyplacidae,1,0,0,0,1,0,,A,1953,3,Czech Republic,,,1,,,,,,,,,,,,,,,,,,,,,p,,
Haemogamasus ambulans,Animalia,Arthropoda,Arachnida,Mesostigmata,Laelaptidae,1,0,0,0,1,0,,A,1999,2,Norway (Svalbard),,,1,,,,,,,,,,,,,,,,,,,,,P,,
Haemonchus contortus,Animalia,Nematoda,Secernentea,Strongylida,Trichostrongylidae,1,0,0,0,1,0,,A,1965,3,UK,United Kingdom (England and Wales),Rose J.H. (1968) Vet Record 83(23):578-81.,,,,,,,,,,,,,,,,,,,,,,,p,
Hakea sericea,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,
Halacritus punctum,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Halectinosoma abrau,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Ectinosomatidae,0,1,0,1,0,0,,A,1999,2,Austria,,,,,,,,,,,,,,,,,,,,,,,,,p,
Halgerda willeyi,Animalia,Mollusca,Gastropoda,Nudibranchia,Discodorididae,0,0,1,0,0,0,,A,1988,2,Croatia,,"Turk, T., 2000. The opistobranch mollusks (Cephalaspidea, Saccoglossa, Notaspidea, Anaspidea and Nudibranchia) of the Adriatic Sea with special reference to the Slovenian coast. Annales Series Historia Naturalis, 21, 161-172.",,,,,,,,,,,,,,,,p,,,,,,,,
Haliaeetus leucocephalus,Animalia,Chordata,Aves,Ciconiiformes,Accipitridae,1,0,0,0,0,0,,Q,,,Spain,,Http://Www.Interreg-Bionatura.Com/Especies/Pdf/Haliaeetus%20Leucocephalus.Pdf,,,,,,,,,,,,p,,,,,,,,,,,,
Haliaeetus leucoryphus,Animalia,Chordata,Aves,Ciconiiformes,Accipitridae,1,0,0,0,0,0,,Q,1976,2,Germany,,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002),,,,,,,,,,,,p,,,,,,,,,,,,
Halichoerus grypus,Animalia,Chordata,Mammalia,Carnivora,Phocidae,1,0,1,0,0,0,,A,1982,1,Ukraine,,"Gladilina E.V. , O.A. Kovtun, A.A. Kondakov, A.M. Syomik, K.K. Pronin and P.E. Gol’din. (2013). Grey seal Halichoerus grypus in the Black Sea: the first case of long-term survival of an exotic pinniped. Marine Biodiversity Records 6,1-6. ",1,,,,,p,,,,,,,,,,,,,,,,,,
Haliclona spinosella,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,0,0,1,0,0,0,,Q,1924,2,Egypt,,"Burton, M., 1926. Cambridge Expedition to the Suez canal, 1924. III. Report on the sponges. Transactions of the Zoological Society, 22, 71-83.",,,,,,,,,,,,,,,,p,,,,,,,,
Haliclona xena,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,0,0,1,0,0,0,,C,1977,2,Netherlands,,"Weerdt, W.H. de, 1983. De geweispons en haar familieleden. Het Zeepaard, 43 (2): 38-48.",,,,,,,,,,,,,,,p,,,,,,,,,
Halictus pollinosus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,1,0,0,0,0,0,,A,1996,3,Germany,,"Geiter, O.; Homma, S.; Kinzelbach, R. 2002. Bestandsaufnahme und Bewertung von Neozoen in Deutschland. Texte des Umweltbundesamtes 2002 (25), 174 + 36 + 31 + 52 p.",1,,,,,,,,,,,,,,,,,,,,,,p,
Halimede tyche,Animalia,Arthropoda,Malacostraca,Decapoda,Galenidae,0,0,1,0,0,0,,A,1998,2,Israel,,"Galil, B.S., 2000. Halimede tyche (Herbst, 1801) (Decapoda; Xanthoidea; Halimedinae) from the Mediterranean coast of Israel, with a review of the genus. Journal of Crustacean Biology 20: 325-331.",,,,,,,,,,,,,,,,,,,p,,,,,
Haliotis discus hannai,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Haliotidae,0,0,1,0,0,0,,Q,1985,1,Ireland,,"Minchin, D., 1996. Management of the introduction and transfer of marine molluscs. Aquatic Conservation: Marine and Freshwater Ecosystems 6: 229-244.",,,,,,,,p,,,,,,,,,,,,,,,,
Haliotis rugosa pustulata,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Haliotidae,0,0,1,0,0,0,,A,1971,3,Israel,,,,,,,,,,,,,,,,,,,,,p,,,,,
Haliotis tuberculata,Animalia,Mollusca,Gastropoda,Archaeogastropoda,Haliotidae,0,0,1,0,0,0,,A,1978,1,Ireland,,"Mgaya, Y.D. & Mercer, J.P., 1994. A review of the biology, ecology, fisheries and mariculture of the European abalone Haliotis tuberculata Linnaeus 1758 (Gastropoda: Haliotidae). Biology and Environment: Proceedings of the Royal Irish Academy. Royal Irish Academy.",1,,,,,,,p,,,,,,,,,,,,,,,,
Haliscera bigelowi,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Halicreatidae,0,0,1,0,0,0,,A,1983,2,Spain,,"Gili J. M., 1986. Estudio sistematico y faunistico de los Cnidarios de la costa Catalana. Thesis, University of Barcelona.",,,,,,,,,,,,,,,,p,,,,,,,,
Halitiara inflexa,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Protiaridae,0,0,1,0,0,0,,A,1988,2,Lebanon,,"Goy, J., Lakkis, S. & Zeidane, R., 1991. Les meduses (Cnidaria) des eaux Libanaises. The medusae Cnidaria of Lebanese waters. Annales de l’Institut Oceanographique Monaco 67: 99-128.",,,,,,,,,,,,,,,,,,,p,,,,,
Halobrecta flavipes,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Halophila stipulacea,Plantae,Magnoliophyta,Liliopsida,Alismatales,Hydrocharitaceae,0,0,1,0,0,0,HI,A,1894,2,Greece,,"Fritsch, C., 1895. Uber die Auffindung einer marinen Hydrocharidae im Mittelmeer. Verhandlungen der zoologisch botanischen gesamten Wien, 45: 104-106.",,,,,,,,S,,,,,,,,p,,,p,,,,,
Halothrix lumbricalis,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,0,0,1,0,0,0,,C,1978,2,Italy,,"Furnari, G., Cormaci, M. & Serio, D., 1999. Catalogue of the benthic marine macroalgae of the Italian coast of the Adriatic Sea. Bocconea,12: 1-214.",,,,,,,,,,,,,,,p,p,,,,,,,,
Halticoptera daci,Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,1,0,0,0,1,0,,A,1957,3,Italy,,Rasplus et al. (2010) BioRisk 4: 669–776,,,,,,,,,,,,,,,,,,,,,,,p,
Halyomorpha halys,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,1,0,0,0,0,0,HI,A,2007,2,Switzerland,,"Rabitsch W, 2010, True Bugs (Hemiptera, Heteroptera)., BioRisk, 4, 407-433",,,,,,,,,,,,,p,,,,,,,,,,,
Hamimaera hamigera,Animalia,Arthropoda,Malacostraca,Amphipoda,Maeridae,0,0,1,0,0,0,,A,1971,2,Israel,,,,,,,,,,,,,,,,,,,,,p,,,,,
Haminoea cyanomarginata,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,0,0,1,0,0,0,,A,2001,2,Greece,,"Zenetos, A., Gofas, S., Russo, G. & Templado, J., 2004. CIESM Atlas of exotic species in the Mediterranean. Vol. 3 Molluscs. Monaco, CIESM Publishers.",,,,,,,,,,,,,,,,S,,,p,,,,,
Haminoea japonica,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,0,0,1,0,0,0,,A,1992,2,Italy,,"Alvarez, L.A.,  Martinez, E., Cigarria, J., Rolan, E. & Villani G., 1993. Haminaea callidegenita Gibson & Chia, 1989 (Opisthobranchia: Cephalaspidea), a Pacific species introduced in European coasts. Iberus, 11(2): 59-65.",,,,,,,,,,,,,,,p,,,,,,,,,
Hammerschmidtiella diesingi,Animalia,Nematoda,Secernentea,Oxyurida,Thelastomatidae,1,0,0,0,1,0,,C,1955,2,Czech Republic,,Groschaft J. (1956) Čs  Parasitol 3: 67-74.,,,,,,,,,,,,,,,,,,,,,,,p,
Hanseniella caldaria,Animalia,Arthropoda,Symphyla,Symphylomorpha,Scutigerellidae,1,0,0,0,0,0,,A,1903,3,Denmark,,Stoev et al. (2010) Biorisk 4: 97-130,,,,,,,,,,,,,,,,,,,,,,,p,
Hanseniella oligomacrochaeta,Animalia,Arthropoda,Symphyla,Symphylomorpha,Scutigerellidae,1,0,0,0,0,0,,C,2000,2,Germany,,"Scheller (2002) Mitteil. Mus. Naturkde Berlin, Zoologische Reihe 78 (2): 269-273",,,,,,,,,,,,,,,,,,,,,,,p,
Hanseniella orientalis,Animalia,Arthropoda,Symphyla,Symphylomorpha,Scutigerellidae,1,0,0,0,0,0,,A,2000,2,Germany,,"Scheller (2002) Mitteil. Mus. Naturkde Berlin, Zoologische Reihe 78 (2): 269-273",,,,,,,,,,,,,,,,,,,,,,,p,
Hapalaraea devillei,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,Q,1986,2,Sweden,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Hapalaraea palpalis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,Q,1988,2,Sweden,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Hapalips filum,Animalia,Arthropoda,Insecta,Coleoptera,Languriidae,1,0,0,0,0,0,,Q,1961,2,Austria,,"Heiss E, 1971, Nachtrag zur Käferfauna Nordtirols, Alpin-Biol. Stud., 67, 1-178",1,,,,,,,,,,,,p,,,,,,,,,,,
Hapalocystis berkeleyi,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Sydowiellaceae,1,0,0,0,0,0,,C,1887,2,Belgium,,Herb. Horti Bot. Nat. Belg. (see USDA ARS BPI 622710),,,,,,,,,,,,,,,,,,,,,,,p,
Haplochrois theae,Animalia,Arthropoda,Insecta,Lepidoptera,Agonoxenidae,1,0,0,0,0,0,,A,1915,2,Russia,,Demokidov (1916) Rev. Russe Entomol. 15: 618-626.,,,,,,,,,,,,,p,,,,,,,,,,,
Haploembia solieri,Animalia,Arthropoda,Insecta,Embiidina,Oligotomidae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Haplophthalmus danicus,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,1,0,0,0,0,0,,A,1889,3,Portugal (Azores),,Dollfuss (1889b) Bull. Soc. Zool. France 14: 125-132,1,,,,,,,,,,,,,,,,,,,,,,p,
Haplophthalmus mengei,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,1,0,0,0,0,0,,A,1957,3,Portugal (Azores),,Vandel A. (1957) Les Isopodes terrestres des Açores. Mem. Mus. Hist. Nat. Paris 8 : 249- 264.,1,,,,,,,,,,,,,,,,,,,,,,p,
Haploscoloplos kerguelensis,Animalia,Annelida,Polychaeta,Scolecida,Orbiniidae,0,0,1,0,0,0,,Q,1976,3,Spain,,"Ramos, J.M., 1976. Haploscoloplos kerguelensis McIntosh, 1885 - Nouvel Orbiniidae en Mediterranee Occidentale. Vie et Milieu 26 (1): 1-9.",,,,,,,,,,,,,,,,,,,,,,,,
Haplosporidium nelsoni,Chromista,Cercozoa,Ascetosporea,Haplosporida,Haplosporiidae,0,0,1,0,0,0,,A,1993,2,France,,"Renault, T., Stokes, N.A., Chollet, B., Cochennec, N., Berthe, F., Gérard, A. & Burreson, E.M., 2000. Haplosporidiosis in the Pacific oyster Crassostrea gigas from the French Atlantic coast. Diseases of Aquatic Organisms 42: 207-214.",,,,,,,,,,,,,,,p,,,,,,,,,
Haplothrips gowdeyi,Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,1,0,0,0,0,0,,A,1978,2,Greece,,Reynaud (2010) BioRisk 4: 767–791.,,,,,,,,,,,,,,,,,,,,,,,p,
Haplothrips rivnayi,Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,1,0,0,0,0,0,,A,2001,3,Spain,,Berzosa  et al. (2001) Bol. Real Soc. Española Hist. Nat. (Sección Biológica) 96: 183-194.,,,,,,,,,,,,,,,,,,,,,,,p,
Haplothrips setiger,Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,p,,,,,,,,,,,
Haplotinea ditella,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,1,0,0,0,0,0,,A,1900,3,Czech Republic,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,,,,p,,,,,,,,
Haplotinea insectella,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,1,0,0,0,0,0,,A,1850,3,Netherlands,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,,,,p,,,,,,,,
Harmonia axyridis,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,1,0,0,0,0,0,HI,A,1991,2,Belgium,,Roy & Migeon (2010) BioRisk 4: 293-313,1,p,,,,,,,,,,,,,,,,,,,,,,
Harpactea rubicunda,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,1,0,0,0,0,0,,Q,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Harpalus distinguendus,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,1,0,0,0,0,0,,Q,,,Spain (Canary Islands),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Harpalus hospes,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,1,0,0,0,0,0,,Q,,,Denmark,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Harpophora maydis,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Magnaporthaceae,1,0,0,0,1,0,HI,A,1998,3,Hungary,,"PTcsi S, NTmeth L, 1998. Faculteit Landbouwkundige en Toegepaste Biologische Wetenschappen, Universiteit Gent, 63(3a):873-877; 23 ref.",,,,,,,,,,,,,p,,,,,,,,,,,
Harroweria gloriosa,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,1,0,0,0,0,0,,Q,,,Germany,,"Geiter O, Homma S, Kinzelbach R, 2002, Bestandsaufnahme und Bewertung von Neozoen in Deutschland. , Umweltbundesamt, Berlin, 25, 1-174, 1-36, 1-31, 1-52",1,,,,,,,,,,,,,,,,,,,,,,p,
Hasarius adansoni,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,1,0,0,0,0,0,,C,1901,2,France,,"Nentwig W, Kobelt M, 2010, Spiders (Araneae)., BioRisk, 4, 131-147",1,,,,,,,,,,,,p,,,,,,,,,,,
Hauerina diversa,Chromista,Foraminifera,Polythalamea,Miliolida,Hauerinidae,0,0,1,0,0,0,,A,1996,2,Israel,,"Hyams-Kaphzan, O., Almogi-Labin, A., Sivan, D. & Benjamini, C., 2008. Benthic foraminifera assemblage change along the southeastern Mediterranean inner shelf due to fall-off of Nile-derived siliciclastics. Neues Jahrbuch fur Geologie und Palaontologie Abhandlungen, 248 (3): 315-344.",,,,,,,,,,,,,,,,,,,p,,,,,
Hauptidia provincialis,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,1,0,0,0,0,0,,Q,2001,2,Germany,,"Nickel H , 2003, The Leafhoppers and Planthoppers of Germany., Pensoft, Sofia, , 1-460",1,,,,,,,,,,,,p,,,,,,,,,,,
Hedera helix,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,1,0,0,0,0,0,HI,A,,3,Spain,early 20th century,,1,,,,,,,,p,,,,,,,,,,,,,,,
Hedychium coronarium,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Zingiberaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,
Hedychium flavescens,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Zingiberaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,
Hedychium gardnerianum,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Zingiberaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,
Helcystogramma convolvuli,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,1,0,0,0,0,0,,A,1907,3,Portugal (Madeira),,"Frohawk F.J., A.J.Wendel & P.W.M.Trap (1907, publ 1908). Micromoths of Madeira. Proceedings of the Zoological Society of London 4: 1030",,,,,,,,,,,,,p,,,,,,,,,,,
Helianthus tuberosus,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,1,0,0,0,0,0,HI,A,2006,3,France,,,,,,,,,p,,,,,,,,,,,,,,,,,
Helicoverpa armigera,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,1,0,0,0,0,0,HI,A,1861,3,Bulgaria,,"Lederer J, 1863 Verzeichnis der von Herrn Johann und Frau Ludmilla Haberhauer 1861 und 1862 bei Warna in Bulgarien und Slivno in Rumelien gesammelten Lepidopteren Wiener Entomol. Monatschr 7:17-27, 40-47",,,,,,,,,,,,,p,,,,,,,,,s,,
Heliococcus destructor,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,1,0,0,0,0,0,,C,,,Georgia,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Heliophanus fascinatus,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,1,0,0,0,0,0,,Q,2006,2,Switzerland,,"Hänggi A & Stäubli A, 2012, Nachträge zum ""Katalog der schweizerischen Spinnen"" - 4. Neunachweise von 2002 bis 2011., Arachnol. Mitt., 44, 59-76",,,,,,,,,,,,,,,,,,,,,,,p,
Heliosoma tumida,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,0,1,0,0,0,0,,Q,1929,2,Germany,< 1929,http://www.nobanis.org/NationalInfo.asp?countryID=DE&taxaID=5708,,,,,,,,,,,,,,,,,,,,,,,p,
Heliothrips haemorrhoidalis,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,1,0,0,0,0,0,HI,A,1833,2,Germany,,Reynaud (2010) BioRisk 4: 767–791.,,,,,,,,,,,,,p,,,,,,,,,,,
Helisoma anceps,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,0,1,0,0,0,0,,Q,1963,2,Italy,,"Cianfanelli S et al. (2007). Non-indigenous freshwater molluscs and their distribution in Italy. In: Gherardi F. (ed.), Biological invaders in inland waters: profiles, distribution and threats. Springer, Dordrecht, The Netherlands:103-121",,,,,,,,,,,,,,,,,,,,,,,p,
Helisoma duryi,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,0,1,0,0,0,0,,A,1980,2,"Austria, Germany",,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=53434#,,,,,,,,,,,,,,,,,,,,,,,p,
Helisoma nigricans,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,0,1,0,0,0,0,,Q,2002,2,Germany,< 2002,http://www.nobanis.org/NationalInfo.asp?countryID=DE&taxaID=5709,,,,,,,,,,,,,,,,,,,,,,,p,
Helisoma tenue,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,0,1,0,0,0,0,,Q,1949,2,Denmark,< 1949,http://www.nobanis.org/NationalInfo.asp?countryID=DK&taxaID=13041,,,,,p,,,,,,,,,,,,,,,,,,,
Helobdella punctatolineata,Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,0,1,0,0,1,0,,Q,2002,3,Germany,,http://www.nobanis.org/NationalInfo.asp?countryID=DE&taxaID=4834,,,,,,,,,,,,,,,,,,,,,,,p,
Helobdella stagnalis,Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,0,1,0,0,1,0,,A,,,Spain (Canary Islands),?,,1,,,,,,,,,,,,,,,,,,,,,,p,
Helochares lividus,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,1,0,0,0,0,0,,Q,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Helopeltis bergrothi,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,1,0,0,0,0,0,,Q,1994,3,Spain (Canary Islands),,,1,,,,,,,,,,,,p,,,,,,,,,,,
Hemiberlesia lataniae,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,1,0,0,0,0,0,HI,C,1869,3,France,,Pellizzari & Germain (2010) BioRisk 4: 475-510,1,,,,,,,,,,,,p,,,,,,,,,,,
Hemiberlesia palmae,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,1,0,0,0,0,0,,A,1920,3,UK,,Pellizzari & Germain (2010) BioRisk 4: 475-510,1,,,,,,,,,,,,p,,,,,,,,,,,
Hemiberlesia rapax,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,1,0,0,0,0,0,HI,C,1881,2,Italy,,Pellizzari & Germain (2010) BioRisk 4: 475-510,1,,,,,,,,,,,,p,,,,,,,,,,,
Hemichromis bimaculatus,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,0,1,0,1,0,0,,A,2002,3,Austria,,http://www.nobanis.org/speciesInfo.asp?taxaID=5578,,,,,,,,,,,p,,,,,,,,,,,,,
Hemichromis fasciatus,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,0,1,0,0,0,0,,A,1900,3,Austria,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=100420#,,,,,,,,,,,p,,,,,,,,,,,,,
Hemichromis letourneuxi,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,0,1,0,1,0,0,,Q,1900,3,Austria,,http://www.europe-aliens.org/speciesFactsheet.do?speciesId=100421#,,,,,,,,,,,p,,,,,,,,,,,,,
Hemicypris dentatomarginata,Animalia,Arthropoda,Ostracoda,Podocopida,Cyprididae,0,1,0,0,0,0,,A,1994,2,Italy,,Rossi et al. (2003) J. Limnol. 62(1): 1-8,,,,,,,,,,,,,,,p,,,,,,,,,
Hemidactylus mabouia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,1,0,0,0,0,0,,A,2001,2,Portugal (Madeira),,"Jesus, J., Freitas, A.I., Brehm, A., Harris, D.J. (2002): An introduced population of Hemidactylus mabouia (Moreau de Jonnés, 1818) on Madeira Island. Herpetozoa 15: 179-180.",,,,,,,,,,,,,p,p,,p,,p,,,,,,
Hemidactylus turcicus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,1,0,0,0,0,0,,A,-9000,2,France (Corsica),,"Pascal M., Lorvelec O., Vigne J.D. 2006. Invasions biologiques et extinctions. 11000 d'histoire des vertébrés en France. Quae-Belin Editions.",,,,,,,,,,,,,p,p,,p,,p,,,,,,
Hemiechinus auritus,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,1,0,0,0,0,0,,A,1865,2,Cyprus,,"Boye, P. 1991. Notes on the morphology, ecology and geographic origin of the Cyprus long-eared hedgehog (Hemiechinus auritus dorotheae). Bonner Zoologische Beitr ge, 42:115-123.",,,,,,,,,,,,,,,,,,,,,,,,
